ST_FIPS,Munic_FIPS,Year,Population,Combined_FIPS,Border_County,County,county_state,Border_State,state_name,Aggregate,Aggregate_Category,SFGR_Cases,SFGR_Inc,SFGR_Cases_Supp,SFGR_Inc_Supp,Ac_Syph_Cases,Ac_Syph_Inc,Ac_Syph_Cases_Supp,Ac_Syph_Inc_Supp,Gon_Cases,Gon_Inc,Gon_Cases_Supp,Gon_Inc_Supp,TB_Cases,TB_Inc,TB_Cases_Supp,TB_Inc_Supp,AIDS_Cases,AIDS_Inc,AIDS_Cases_Supp,AIDS_Inc_Supp,HepA_Cases,HepA_Inc,HepA_Cases_Supp,HepA_Inc_Supp,HepB_Cases,HepB_Inc,HepB_Cases_Supp,HepB_Inc_Supp,BinationBorn_Count,BinationBorn_Count_Supp,BinationBorn_Percent_Supp,BinationBorn_Percent,Country
11,000,2019,6173718,11000,,,,No,Guanajuato,Non-border States,4,5,0.08,No,No,187,3.03,No,No,71,1.15,No,No,443,7.18,No,No,115,1.86,No,No,862,13.96,No,No,27,0.44,No,No,,No,No,,Mexico
11,000,2020,6228175,11000,,,,No,Guanajuato,Non-border States,4,1,0.02,No,No,267,4.29,No,No,154,2.47,No,No,295,4.74,No,No,,,,,262,4.21,No,No,10,0.16,No,No,31821,No,No,0.51,Mexico
12,000,2010,3429881,12000,,,,No,Guerrero,Non-border States,4,0,0,No,No,51,1.49,No,No,119,3.47,No,No,1076,31.37,No,No,436,12.71,No,No,566,16.5,No,No,17,0.5,No,No,17698,No,No,0.52,Mexico
12,000,2011,3465479,12000,,,,No,Guerrero,Non-border States,4,0,0,No,No,66,1.9,No,No,109,3.15,No,No,1226,35.38,No,No,300,8.66,No,No,660,19.04,No,No,9,0.26,No,No,,No,No,,Mexico
12,000,2012,3495920,12000,,,,No,Guerrero,Non-border States,4,0,0,No,No,51,1.46,No,No,132,3.78,No,No,1220,34.9,No,No,411,11.76,No,No,767,21.94,No,No,11,0.31,No,No,,No,No,,Mexico
12,000,2013,3524537,12000,,,,No,Guerrero,Non-border States,4,7,0.2,No,No,74,2.1,No,No,179,5.08,No,No,1337,37.93,No,No,347,9.85,No,No,918,26.05,No,No,20,0.57,No,No,,No,No,,Mexico
12,000,2014,3551765,12000,,,,No,Guerrero,Non-border States,4,0,0,No,No,57,1.6,No,No,132,3.72,No,No,1306,36.77,No,No,351,9.88,No,No,518,14.58,No,No,22,0.62,No,No,,No,No,,Mexico
12,000,2015,3576592,12000,,,,No,Guerrero,Non-border States,4,1,0.03,No,No,60,1.68,No,No,244,6.82,No,No,1354,37.86,No,No,396,11.07,No,No,271,7.58,No,No,4,0.11,No,No,,No,No,,Mexico
12,000,2016,3597311,12000,,,,No,Guerrero,Non-border States,4,0,0,No,No,90,2.5,No,No,140,3.89,No,No,1181,32.83,No,No,436,12.12,No,No,215,5.98,No,No,11,0.31,No,No,,No,No,,Mexico
12,000,2017,3614241,12000,,,,No,Guerrero,Non-border States,4,0,0,No,No,53,1.47,No,No,112,3.1,No,No,1196,33.09,No,No,459,12.7,No,No,217,6,No,No,10,0.28,No,No,,No,No,,Mexico
12,000,2018,3629733,12000,,,,No,Guerrero,Non-border States,4,1,0.03,No,No,63,1.74,No,No,133,3.66,No,No,1206,33.23,No,No,389,10.72,No,No,929,25.59,No,No,10,0.28,No,No,,No,No,,Mexico
12,000,2019,3643974,12000,,,,No,Guerrero,Non-border States,4,4,0.11,No,No,145,3.98,No,No,193,5.3,No,No,1270,34.85,No,No,341,9.36,No,No,802,22.01,No,No,21,0.58,No,No,,No,No,,Mexico
12,000,2020,3657048,12000,,,,No,Guerrero,Non-border States,4,0,0,No,No,159,4.35,No,No,380,10.39,No,No,866,23.68,No,No,,,,,156,4.27,No,No,6,0.16,No,No,16466,No,No,0.45,Mexico
13,000,2010,2688905,13000,,,,No,Hidalgo,Non-border States,4,4,0.15,No,No,65,2.42,No,No,3,0.11,No,No,282,10.49,No,No,57,2.12,No,No,1266,47.08,No,No,96,3.57,No,No,14944,No,No,0.56,Mexico
13,000,2011,2731728,13000,,,,No,Hidalgo,Non-border States,4,47,1.72,No,No,54,1.98,No,No,8,0.29,No,No,259,9.48,No,No,84,3.07,No,No,1093,40.01,No,No,53,1.94,No,No,,No,No,,Mexico
13,000,2012,2775101,13000,,,,No,Hidalgo,Non-border States,4,31,1.12,No,No,78,2.81,No,No,4,0.14,No,No,281,10.13,No,No,83,2.99,No,No,741,26.7,No,No,47,1.69,No,No,,No,No,,Mexico
13,000,2013,2817500,13000,,,,No,Hidalgo,Non-border States,4,0,0,No,No,142,5.04,No,No,8,0.28,No,No,237,8.41,No,No,81,2.87,No,No,469,16.65,No,No,49,1.74,No,No,,No,No,,Mexico
13,000,2014,2859239,13000,,,,No,Hidalgo,Non-border States,4,0,0,No,No,57,1.99,No,No,12,0.42,No,No,192,6.72,No,No,79,2.76,No,No,442,15.46,No,No,21,0.73,No,No,,No,No,,Mexico
13,000,2015,2899495,13000,,,,No,Hidalgo,Non-border States,4,5,0.17,No,No,85,2.93,No,No,14,0.48,No,No,199,6.86,No,No,80,2.76,No,No,367,12.66,No,No,19,0.66,No,No,,No,No,,Mexico
13,000,2016,2938756,13000,,,,No,Hidalgo,Non-border States,4,0,0,No,No,80,2.72,No,No,16,0.54,No,No,223,7.59,No,No,103,3.5,No,No,291,9.9,No,No,32,1.09,No,No,,No,No,,Mexico
13,000,2017,2976979,13000,,,,No,Hidalgo,Non-border States,4,9,0.3,No,No,33,1.11,No,No,15,0.5,No,No,188,6.32,No,No,105,3.53,No,No,409,13.74,No,No,17,0.57,No,No,,No,No,,Mexico
13,000,2018,3014258,13000,,,,No,Hidalgo,Non-border States,4,15,0.5,No,No,37,1.23,No,No,26,0.86,No,No,218,7.23,No,No,156,5.18,No,No,439,14.56,No,No,28,0.93,No,No,,No,No,,Mexico
13,000,2019,3050720,13000,,,,No,Hidalgo,Non-border States,4,22,0.72,No,No,69,2.26,No,No,27,0.89,No,No,214,7.01,No,No,181,5.93,No,No,484,15.87,No,No,28,0.92,No,No,,No,No,,Mexico
13,000,2020,3086414,13000,,,,No,Hidalgo,Non-border States,4,1,0.03,No,No,59,1.91,No,No,22,0.71,No,No,150,4.86,No,No,,,,,122,3.95,No,No,7,0.23,No,No,16104,No,No,0.52,Mexico
14,000,2010,7461855,14000,,,,No,Jalisco,Non-border States,4,0,0,No,No,87,1.17,No,No,106,1.42,No,No,996,13.35,No,No,242,3.24,No,No,1608,21.55,No,No,46,0.62,No,No,68843,No,No,0.92,Mexico
14,000,2011,7568896,14000,,,,No,Jalisco,Non-border States,4,0,0,No,No,82,1.08,No,No,93,1.23,No,No,893,11.8,No,No,335,4.43,No,No,2208,29.17,No,No,57,0.75,No,No,,No,No,,Mexico
14,000,2012,7672910,14000,,,,No,Jalisco,Non-border States,4,0,0,No,No,276,3.6,No,No,98,1.28,No,No,1036,13.5,No,No,155,2.02,No,No,2489,32.44,No,No,122,1.59,No,No,,No,No,,Mexico
14,000,2013,7773261,14000,,,,No,Jalisco,Non-border States,4,1,0.01,No,No,134,1.72,No,No,77,0.99,No,No,981,12.62,No,No,129,1.66,No,No,1149,14.78,No,No,50,0.64,No,No,,No,No,,Mexico
14,000,2014,7870823,14000,,,,No,Jalisco,Non-border States,4,0,0,No,No,89,1.13,No,No,123,1.56,No,No,1031,13.1,No,No,62,0.79,No,No,779,9.9,No,No,46,0.58,No,No,,No,No,,Mexico
14,000,2015,7963314,14000,,,,No,Jalisco,Non-border States,4,13,0.16,No,No,132,1.66,No,No,146,1.83,No,No,1159,14.55,No,No,84,1.05,No,No,516,6.48,No,No,65,0.82,No,No,,No,No,,Mexico
14,000,2016,8055955,14000,,,,No,Jalisco,Non-border States,4,3,0.04,No,No,196,2.43,No,No,128,1.59,No,No,1046,12.98,No,No,118,1.46,No,No,394,4.89,No,No,57,0.71,No,No,,No,No,,Mexico
14,000,2017,8149170,14000,,,,No,Jalisco,Non-border States,4,5,0.06,No,No,313,3.84,No,No,235,2.88,No,No,1084,13.3,No,No,146,1.79,No,No,284,3.49,No,No,50,0.61,No,No,,No,No,,Mexico
14,000,2018,8238991,14000,,,,No,Jalisco,Non-border States,4,0,0,No,No,536,6.51,No,No,224,2.72,No,No,1141,13.85,No,No,153,1.86,No,No,399,4.84,No,No,69,0.84,No,No,,No,No,,Mexico
14,000,2019,8325800,14000,,,,No,Jalisco,Non-border States,4,9,0.11,No,No,668,8.02,No,No,171,2.05,No,No,1125,13.51,No,No,368,4.42,No,No,405,4.86,No,No,49,0.59,No,No,,No,No,,Mexico
14,000,2020,8409693,14000,,,,No,Jalisco,Non-border States,4,0,0,No,No,546,6.49,No,No,992,11.8,No,No,884,10.51,No,No,,,,,167,1.99,No,No,36,0.43,No,No,66464,No,No,0.79,Mexico
15,000,2010,15377962,15000,,,,No,Mexico State,Non-border States,4,0,0,No,No,62,0.4,No,No,93,0.6,No,No,794,5.16,No,No,593,3.86,No,No,1667,10.84,No,No,81,0.53,No,No,30025,No,No,0.2,Mexico
15,000,2011,15600748,15000,,,,No,Mexico State,Non-border States,4,0,0,No,No,71,0.46,No,No,59,0.38,No,No,743,4.76,No,No,437,2.8,No,No,1910,12.24,No,No,96,0.62,No,No,,No,No,,Mexico
15,000,2012,15820397,15000,,,,No,Mexico State,Non-border States,4,0,0,No,No,92,0.58,No,No,34,0.21,No,No,871,5.51,No,No,466,2.95,No,No,1859,11.75,No,No,92,0.58,No,No,,No,No,,Mexico
15,000,2013,16035478,15000,,,,No,Mexico State,Non-border States,4,1,0.01,No,No,72,0.45,No,No,42,0.26,No,No,744,4.64,No,No,277,1.73,No,No,1788,11.15,No,No,99,0.62,No,No,,No,No,,Mexico
15,000,2014,16248083,15000,,,,No,Mexico State,Non-border States,4,0,0,No,No,94,0.58,No,No,151,0.93,No,No,760,4.68,No,No,375,2.31,No,No,825,5.08,No,No,76,0.47,No,No,,No,No,,Mexico
15,000,2015,16453628,15000,,,,No,Mexico State,Non-border States,4,0,0,No,No,120,0.73,No,No,119,0.72,No,No,804,4.89,No,No,569,3.46,No,No,384,2.33,No,No,76,0.46,No,No,,No,No,,Mexico
15,000,2016,16658503,15000,,,,No,Mexico State,Non-border States,4,0,0,No,No,90,0.54,No,No,140,0.84,No,No,914,5.49,No,No,496,2.98,No,No,276,1.66,No,No,81,0.49,No,No,,No,No,,Mexico
15,000,2017,16861082,15000,,,,No,Mexico State,Non-border States,4,0,0,No,No,105,0.62,No,No,262,1.55,No,No,890,5.28,No,No,420,2.49,No,No,277,1.64,No,No,54,0.32,No,No,,No,No,,Mexico
15,000,2018,17056666,15000,,,,No,Mexico State,Non-border States,4,3,0.02,No,No,76,0.45,No,No,256,1.5,No,No,851,4.99,No,No,616,3.61,No,No,340,1.99,No,No,55,0.32,No,No,,No,No,,Mexico
15,000,2019,17245551,15000,,,,No,Mexico State,Non-border States,4,4,0.02,No,No,137,0.79,No,No,172,1,No,No,848,4.92,No,No,539,3.13,No,No,696,4.04,No,No,58,0.34,No,No,,No,No,,Mexico
15,000,2020,17427790,15000,,,,No,Mexico State,Non-border States,4,0,0,No,No,210,1.2,No,No,428,2.46,No,No,519,2.98,No,No,,,,,434,2.49,No,No,29,0.17,No,No,30788,No,No,0.18,Mexico
16,000,2010,4397949,16000,,,,No,Michoacan,Non-border States,4,0,0,No,No,11,0.25,No,No,19,0.43,No,No,337,7.66,No,No,168,3.82,No,No,349,7.94,No,No,9,0.2,No,No,45350,No,No,1.03,Mexico
16,000,2011,4453862,16000,,,,No,Michoacan,Non-border States,4,0,0,No,No,61,1.37,No,No,16,0.36,No,No,357,8.02,No,No,197,4.42,No,No,434,9.74,No,No,8,0.18,No,No,,No,No,,Mexico
16,000,2012,4505400,16000,,,,No,Michoacan,Non-border States,4,0,0,No,No,71,1.58,No,No,22,0.49,No,No,316,7.01,No,No,192,4.26,No,No,628,13.94,No,No,4,0.09,No,No,,No,No,,Mexico
16,000,2013,4554352,16000,,,,No,Michoacan,Non-border States,4,68,1.49,No,No,60,1.32,No,No,26,0.57,No,No,327,7.18,No,No,224,4.92,No,No,363,7.97,No,No,1,0.02,No,No,,No,No,,Mexico
16,000,2014,4601241,16000,,,,No,Michoacan,Non-border States,4,0,0,No,No,82,1.78,No,No,58,1.26,No,No,324,7.04,No,No,234,5.09,No,No,548,11.91,No,No,12,0.26,No,No,,No,No,,Mexico
16,000,2015,4644732,16000,,,,No,Michoacan,Non-border States,4,10,0.22,No,No,95,2.05,No,No,40,0.86,No,No,316,6.8,No,No,346,7.45,No,No,553,11.91,No,No,6,0.13,No,No,,No,No,,Mexico
16,000,2016,4684829,16000,,,,No,Michoacan,Non-border States,4,2,0.04,No,No,80,1.71,No,No,50,1.07,No,No,343,7.32,No,No,346,7.39,No,No,254,5.42,No,No,7,0.15,No,No,,No,No,,Mexico
16,000,2017,4721848,16000,,,,No,Michoacan,Non-border States,4,5,0.11,No,No,49,1.04,No,No,249,5.27,No,No,345,7.31,No,No,231,4.89,No,No,353,7.48,No,No,6,0.13,No,No,,No,No,,Mexico
16,000,2018,4757482,16000,,,,No,Michoacan,Non-border States,4,0,0,No,No,55,1.16,No,No,93,1.95,No,No,328,6.89,No,No,279,5.86,No,No,267,5.61,No,No,12,0.25,No,No,,No,No,,Mexico
16,000,2019,4791977,16000,,,,No,Michoacan,Non-border States,4,21,0.44,No,No,162,3.38,No,No,65,1.36,No,No,328,6.84,No,No,181,3.78,No,No,394,8.22,No,No,26,0.54,No,No,,No,No,,Mexico
16,000,2020,4825401,16000,,,,No,Michoacan,Non-border States,4,0,0,No,No,142,2.94,No,No,67,1.39,No,No,243,5.04,No,No,,,,,149,3.09,No,No,9,0.19,No,No,42936,No,No,0.89,Mexico
17,000,2010,1797092,17000,,,,No,Morelos,Non-border States,4,0,0,No,No,47,2.62,No,No,12,0.67,No,No,196,10.91,No,No,120,6.68,No,No,302,16.8,No,No,5,0.28,No,No,12403,No,No,0.69,Mexico
17,000,2011,1824842,17000,,,,No,Morelos,Non-border States,4,0,0,No,No,14,0.77,No,No,14,0.77,No,No,188,10.3,No,No,109,5.97,No,No,468,25.65,No,No,9,0.49,No,No,,No,No,,Mexico
17,000,2012,1852263,17000,,,,No,Morelos,Non-border States,4,1,0.05,No,No,23,1.24,No,No,23,1.24,No,No,175,9.45,No,No,80,4.32,No,No,659,35.58,No,No,6,0.32,No,No,,No,No,,Mexico
17,000,2013,1879005,17000,,,,No,Morelos,Non-border States,4,3,0.16,No,No,19,1.01,No,No,22,1.17,No,No,220,11.71,No,No,130,6.92,No,No,604,32.14,No,No,14,0.75,No,No,,No,No,,Mexico
17,000,2014,1905274,17000,,,,No,Morelos,Non-border States,4,5,0.26,No,No,58,3.04,No,No,24,1.26,No,No,196,10.29,No,No,154,8.08,No,No,385,20.21,No,No,8,0.42,No,No,,No,No,,Mexico
17,000,2015,1930505,17000,,,,No,Morelos,Non-border States,4,23,1.19,No,No,64,3.32,No,No,27,1.4,No,No,205,10.62,No,No,159,8.24,No,No,213,11.03,No,No,13,0.67,No,No,,No,No,,Mexico
17,000,2016,1954717,17000,,,,No,Morelos,Non-border States,4,7,0.36,No,No,28,1.43,No,No,18,0.92,No,No,213,10.9,No,No,171,8.75,No,No,168,8.59,No,No,5,0.26,No,No,,No,No,,Mexico
17,000,2017,1977946,17000,,,,No,Morelos,Non-border States,4,18,0.91,No,No,26,1.31,No,No,15,0.76,No,No,195,9.86,No,No,178,9,No,No,404,20.43,No,No,9,0.46,No,No,,No,No,,Mexico
17,000,2018,2000527,17000,,,,No,Morelos,Non-border States,4,27,1.35,No,No,32,1.6,No,No,24,1.2,No,No,201,10.05,No,No,210,10.5,No,No,513,25.64,No,No,8,0.4,No,No,,No,No,,Mexico
17,000,2019,2022568,17000,,,,No,Morelos,Non-border States,4,9,0.44,No,No,104,5.14,No,No,11,0.54,No,No,210,10.38,No,No,235,11.62,No,No,325,16.07,No,No,6,0.3,No,No,,No,No,,Mexico
17,000,2020,2044058,17000,,,,No,Morelos,Non-border States,4,6,0.29,No,No,31,1.52,No,No,42,2.05,No,No,136,6.65,No,No,,,,,98,4.79,No,No,3,0.15,No,No,11281,No,No,0.55,Mexico
18,000,2010,1094434,18000,,,,No,Nayarit,Non-border States,4,0,0,No,No,18,1.64,No,No,14,1.28,No,No,337,30.79,No,No,46,4.2,No,No,268,24.49,No,No,5,0.46,No,No,13328,No,No,1.22,Mexico
18,000,2011,1114502,18000,,,,No,Nayarit,Non-border States,4,0,0,No,No,41,3.68,No,No,28,2.51,No,No,293,26.29,No,No,59,5.29,No,No,195,17.5,No,No,3,0.27,No,No,,No,No,,Mexico
18,000,2012,1135531,18000,,,,No,Nayarit,Non-border States,4,0,0,No,No,23,2.03,No,No,49,4.32,No,No,282,24.83,No,No,65,5.72,No,No,316,27.83,No,No,3,0.26,No,No,,No,No,,Mexico
18,000,2013,1156029,18000,,,,No,Nayarit,Non-border States,4,0,0,No,No,22,1.9,No,No,39,3.37,No,No,291,25.17,No,No,60,5.19,No,No,205,17.73,No,No,5,0.43,No,No,,No,No,,Mexico
18,000,2014,1176131,18000,,,,No,Nayarit,Non-border States,4,0,0,No,No,29,2.47,No,No,72,6.12,No,No,333,28.31,No,No,96,8.16,No,No,192,16.32,No,No,10,0.85,No,No,,No,No,,Mexico
18,000,2015,1195482,18000,,,,No,Nayarit,Non-border States,4,0,0,No,No,54,4.52,No,No,87,7.28,No,No,340,28.44,No,No,65,5.44,No,No,224,18.74,No,No,13,1.09,No,No,,No,No,,Mexico
18,000,2016,1214627,18000,,,,No,Nayarit,Non-border States,4,0,0,No,No,80,6.59,No,No,78,6.42,No,No,324,26.67,No,No,87,7.16,No,No,208,17.12,No,No,5,0.41,No,No,,No,No,,Mexico
18,000,2017,1233716,18000,,,,No,Nayarit,Non-border States,4,1,0.08,No,No,86,6.97,No,No,197,15.97,No,No,324,26.26,No,No,92,7.46,No,No,92,7.46,No,No,3,0.24,No,No,,No,No,,Mexico
18,000,2018,1252363,18000,,,,No,Nayarit,Non-border States,4,5,0.4,No,No,95,7.59,No,No,132,10.54,No,No,376,30.02,No,No,81,6.47,No,No,340,27.15,No,No,11,0.88,No,No,,No,No,,Mexico
18,000,2019,1270646,18000,,,,No,Nayarit,Non-border States,4,4,0.31,No,No,115,9.05,No,No,186,14.64,No,No,386,30.38,No,No,88,6.93,No,No,386,30.38,No,No,13,1.02,No,No,,No,No,,Mexico
18,000,2020,1288571,18000,,,,No,Nayarit,Non-border States,4,0,0,No,No,124,9.62,No,No,226,17.54,No,No,324,25.14,No,No,,,,,67,5.2,No,No,2,0.16,No,No,13019,No,No,1.01,Mexico
19,000,2010,4712645,19000,,,,Yes,Nuevo Leon,Border States,3,1,0.02,No,No,144,3.06,No,No,49,1.04,No,No,1177,24.98,No,No,105,2.23,No,No,380,8.06,No,No,14,0.3,No,No,19718,No,No,0.42,Mexico
19,000,2011,4807568,19000,,,,Yes,Nuevo Leon,Border States,3,92,1.91,No,No,159,3.31,No,No,39,0.81,No,No,1194,24.84,No,No,174,3.62,No,No,378,7.86,No,No,13,0.27,No,No,,No,No,,Mexico
19,000,2012,4909324,19000,,,,Yes,Nuevo Leon,Border States,3,104,2.12,No,No,95,1.94,No,No,28,0.57,No,No,1263,25.73,No,No,167,3.4,No,No,223,4.54,No,No,17,0.35,No,No,,No,No,,Mexico
19,000,2013,5009564,19000,,,,Yes,Nuevo Leon,Border States,3,28,0.56,No,No,254,5.07,No,No,30,0.6,No,No,1233,24.61,No,No,210,4.19,No,No,135,2.69,No,No,20,0.4,No,No,,No,No,,Mexico
19,000,2014,5108816,19000,,,,Yes,Nuevo Leon,Border States,3,31,0.61,No,No,199,3.9,No,No,41,0.8,No,No,1105,21.63,No,No,167,3.27,No,No,126,2.47,No,No,29,0.57,No,No,,No,No,,Mexico
19,000,2015,5205425,19000,,,,Yes,Nuevo Leon,Border States,3,28,0.54,No,No,218,4.19,No,No,61,1.17,No,No,1373,26.38,No,No,209,4.02,No,No,116,2.23,No,No,37,0.71,No,No,,No,No,,Mexico
19,000,2016,5294203,19000,,,,Yes,Nuevo Leon,Border States,3,8,0.15,No,No,288,5.44,No,No,77,1.45,No,No,1489,28.13,No,No,138,2.61,No,No,59,1.11,No,No,30,0.57,No,No,,No,No,,Mexico
19,000,2017,5375246,19000,,,,Yes,Nuevo Leon,Border States,3,14,0.26,No,No,353,6.57,No,No,198,3.68,No,No,1459,27.14,No,No,168,3.13,No,No,49,0.91,No,No,21,0.39,No,No,,No,No,,Mexico
19,000,2018,5454848,19000,,,,Yes,Nuevo Leon,Border States,3,31,0.57,No,No,392,7.19,No,No,186,3.41,No,No,1490,27.32,No,No,125,2.29,No,No,103,1.89,No,No,26,0.48,No,No,,No,No,,Mexico
19,000,2019,5533147,19000,,,,Yes,Nuevo Leon,Border States,3,24,0.43,No,No,391,7.07,No,No,216,3.9,No,No,1907,34.47,No,No,140,2.53,No,No,90,1.63,No,No,32,0.58,No,No,,No,No,,Mexico
19,000,2020,5610153,19000,,,,Yes,Nuevo Leon,Border States,3,12,0.21,No,No,188,3.35,No,No,189,3.37,No,No,1286,22.92,No,No,,,,,31,0.55,No,No,14,0.25,No,No,23200,No,No,0.41,Mexico
20,000,2010,3846563,20000,,,,No,Oaxaca,Non-border States,4,0,0,No,No,56,1.46,No,No,97,2.52,No,No,748,19.45,No,No,253,6.58,No,No,913,23.74,No,No,10,0.26,No,No,15158,No,No,0.39,Mexico
20,000,2011,3888461,20000,,,,No,Oaxaca,Non-border States,4,0,0,No,No,101,2.6,No,No,106,2.73,No,No,699,17.98,No,No,239,6.15,No,No,1019,26.21,No,No,9,0.23,No,No,,No,No,,Mexico
20,000,2012,3924322,20000,,,,No,Oaxaca,Non-border States,4,0,0,No,No,99,2.52,No,No,84,2.14,No,No,754,19.21,No,No,228,5.81,No,No,770,19.62,No,No,5,0.13,No,No,,No,No,,Mexico
20,000,2013,3958047,20000,,,,No,Oaxaca,Non-border States,4,0,0,No,No,52,1.31,No,No,82,2.07,No,No,698,17.63,No,No,249,6.29,No,No,890,22.49,No,No,5,0.13,No,No,,No,No,,Mexico
20,000,2014,3990077,20000,,,,No,Oaxaca,Non-border States,4,0,0,No,No,102,2.56,No,No,109,2.73,No,No,791,19.82,No,No,191,4.79,No,No,921,23.08,No,No,17,0.43,No,No,,No,No,,Mexico
20,000,2015,4019224,20000,,,,No,Oaxaca,Non-border States,4,0,0,No,No,112,2.79,No,No,98,2.44,No,No,582,14.48,No,No,210,5.22,No,No,567,14.11,No,No,12,0.3,No,No,,No,No,,Mexico
20,000,2016,4046494,20000,,,,No,Oaxaca,Non-border States,4,0,0,No,No,140,3.46,No,No,86,2.13,No,No,698,17.25,No,No,200,4.94,No,No,280,6.92,No,No,17,0.42,No,No,,No,No,,Mexico
20,000,2017,4072328,20000,,,,No,Oaxaca,Non-border States,4,0,0,No,No,150,3.68,No,No,103,2.53,No,No,763,18.74,No,No,124,3.04,No,No,437,10.73,No,No,19,0.47,No,No,,No,No,,Mexico
20,000,2018,4096998,20000,,,,No,Oaxaca,Non-border States,4,0,0,No,No,143,3.49,No,No,112,2.73,No,No,734,17.92,No,No,179,4.37,No,No,665,16.23,No,No,17,0.41,No,No,,No,No,,Mexico
20,000,2019,4120741,20000,,,,No,Oaxaca,Non-border States,4,3,0.07,No,No,196,4.76,No,No,134,3.25,No,No,769,18.66,No,No,247,5.99,No,No,990,24.02,No,No,14,0.34,No,No,,No,No,,Mexico
20,000,2020,4143593,20000,,,,No,Oaxaca,Non-border States,4,0,0,No,No,124,2.99,No,No,346,8.35,No,No,449,10.84,No,No,,,,,324,7.82,No,No,15,0.36,No,No,19162,No,No,0.46,Mexico
21,000,2010,5869069,21000,,,,No,Puebla,Non-border States,4,0,0,No,No,70,1.19,No,No,3,0.05,No,No,450,7.67,No,No,159,2.71,No,No,485,8.26,No,No,42,0.72,No,No,17578,No,No,0.3,Mexico
21,000,2011,5953938,21000,,,,No,Puebla,Non-border States,4,0,0,No,No,79,1.33,No,No,17,0.29,No,No,490,8.23,No,No,143,2.4,No,No,738,12.4,No,No,30,0.5,No,No,,No,No,,Mexico
21,000,2012,6037918,21000,,,,No,Puebla,Non-border States,4,0,0,No,No,71,1.18,No,No,24,0.4,No,No,520,8.61,No,No,112,1.85,No,No,999,16.55,No,No,32,0.53,No,No,,No,No,,Mexico
21,000,2013,6119292,21000,,,,No,Puebla,Non-border States,4,0,0,No,No,91,1.49,No,No,59,0.96,No,No,536,8.76,No,No,107,1.75,No,No,613,10.02,No,No,33,0.54,No,No,,No,No,,Mexico
21,000,2014,6198759,21000,,,,No,Puebla,Non-border States,4,0,0,No,No,119,1.92,No,No,164,2.65,No,No,663,10.7,No,No,101,1.63,No,No,217,3.5,No,No,46,0.74,No,No,,No,No,,Mexico
21,000,2015,6274482,21000,,,,No,Puebla,Non-border States,4,4,0.06,No,No,162,2.58,No,No,201,3.2,No,No,577,9.2,No,No,222,3.54,No,No,234,3.73,No,No,39,0.62,No,No,,No,No,,Mexico
21,000,2016,6345952,21000,,,,No,Puebla,Non-border States,4,0,0,No,No,195,3.07,No,No,134,2.11,No,No,637,10.04,No,No,204,3.21,No,No,167,2.63,No,No,43,0.68,No,No,,No,No,,Mexico
21,000,2017,6413391,21000,,,,No,Puebla,Non-border States,4,3,0.05,No,No,121,1.89,No,No,229,3.57,No,No,585,9.12,No,No,214,3.34,No,No,132,2.06,No,No,25,0.39,No,No,,No,No,,Mexico
21,000,2018,6478819,21000,,,,No,Puebla,Non-border States,4,4,0.06,No,No,152,2.35,No,No,173,2.67,No,No,581,8.97,No,No,329,5.08,No,No,118,1.82,No,No,15,0.23,No,No,,No,No,,Mexico
21,000,2019,6542484,21000,,,,No,Puebla,Non-border States,4,17,0.26,No,No,185,2.83,No,No,199,3.04,No,No,611,9.34,No,No,325,4.97,No,No,150,2.29,No,No,16,0.24,No,No,,No,No,,Mexico
21,000,2020,6604451,21000,,,,No,Puebla,Non-border States,4,1,0.02,No,No,156,2.36,No,No,145,2.2,No,No,350,5.3,No,No,,,,,103,1.56,No,No,10,0.15,No,No,19820,No,No,0.3,Mexico
22,000,2010,1842364,22000,,,,No,Queretaro,Non-border States,4,0,0,No,No,6,0.33,No,No,1,0.05,No,No,184,9.99,No,No,23,1.25,No,No,430,23.34,No,No,1,0.05,No,No,6957,No,No,0.38,Mexico
22,000,2011,1884058,22000,,,,No,Queretaro,Non-border States,4,0,0,No,No,4,0.21,No,No,1,0.05,No,No,206,10.93,No,No,47,2.49,No,No,296,15.71,No,No,7,0.37,No,No,,No,No,,Mexico
22,000,2012,1930886,22000,,,,No,Queretaro,Non-border States,4,0,0,No,No,5,0.26,No,No,1,0.05,No,No,224,11.6,No,No,43,2.23,No,No,476,24.65,No,No,9,0.47,No,No,,No,No,,Mexico
22,000,2013,1977398,22000,,,,No,Queretaro,Non-border States,4,0,0,No,No,26,1.31,No,No,3,0.15,No,No,245,12.39,No,No,21,1.06,No,No,365,18.46,No,No,21,1.06,No,No,,No,No,,Mexico
22,000,2014,2023820,22000,,,,No,Queretaro,Non-border States,4,0,0,No,No,41,2.03,No,No,4,0.2,No,No,229,11.32,No,No,23,1.14,No,No,482,23.82,No,No,9,0.44,No,No,,No,No,,Mexico
22,000,2015,2069556,22000,,,,No,Queretaro,Non-border States,4,0,0,No,No,57,2.75,No,No,2,0.1,No,No,179,8.65,No,No,39,1.88,No,No,541,26.14,No,No,6,0.29,No,No,,No,No,,Mexico
22,000,2016,2113731,22000,,,,No,Queretaro,Non-border States,4,0,0,No,No,40,1.89,No,No,6,0.28,No,No,207,9.79,No,No,28,1.32,No,No,624,29.52,No,No,7,0.33,No,No,,No,No,,Mexico
